39 23
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 6 6 0 0 6 6 1 1 1 1 1 1 1 1 1 1 1 1 6 9
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 6 6 0 0 6 0 1 1 1 1 1 1 1 1 1 1 1 1 0 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 6 0 0 0 6 0 0 1 1 0 0 1 1 0 0 1 1 0 0 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 6 0 0 0 6 0 0 0 0 0 0 1 1 0 0 0 0 0 0 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 6 6 0 0 0 0 0 0 0 0 0 0 0 0 6 6
0 0 1 1 0 0 0 0 1 1 0 0 0 0 1 1 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 6 6
0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6
0 0 0 0 0 0 9 9 0 6 0 6 0 0 0 0 6 0 0 0 0 6 0 0 0 0 0 6 6 0 0 0 0 0 0 6 0 6 6
1 0 0 0 0 9 9 9 9 6 6 6 6 0 0 0 6 6 6 9 9 6 6 9 9 6 6 6 6 6 0 0 0 6 0 6 6 6 9
1 0 0 0 0 1 1 1 1 6 6 6 6 0 0 0 6 1 1 1 1 1 1 1 1 1 1 6 0 6 0 0 6 6 0 6 6 6 1
1 0 0 0 0 1 1 1 1 0 0 6 6 0 0 0 6 1 1 1 1 1 1 1 1 1 1 0 0 6 0 0 6 6 9 9 6 6 1
1 0 0 0 0 1 1 1 1 1 1 6 6 0 0 0 6 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 6 9 9 9 9 6 1
1 0 0 0 0 1 1 1 1 1 1 6 6 0 0 0 6 1 1 1 1 1 1 1 1 1 1 1 1 6 0 0 6 1 1 1 1 0 1
1 0 0 0 0 1 1 1 1 1 1 6 0 0 0 0 6 1 1 1 1 1 1 1 1 1 1 1 1 6 0 0 6 1 1 1 1 0 1
0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 0 6 6 0 6 6 1 1 1 1 0 1
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 1 0 0 1 1 0 6 6 0 6 0 1 1 1 1 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 6 6 0 6 6 1 1 1 1 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 6 1 1 1 1 0 6
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 1 1 1 1 1 1 1 1 1 6 6 6 6 6 6 6
5
28 8 1 102
1 12 2 113
9 12 1 203
29 14 2 903
32 22 3 214
