35 45
1 6 6 1 0 0 0 0 0 0 0 0 0 0 1 0 1 1 1 0 0 1 1 6 0 1 1 0 0 6 6 1 1 1 1 
1 6 1 1 0 0 0 0 1 0 0 0 0 1 1 1 1 1 1 1 0 0 1 1 0 0 1 0 0 0 6 1 1 1 1 
1 6 1 6 0 0 0 1 1 0 0 0 1 1 1 1 1 1 1 1 1 0 0 1 6 0 0 0 0 0 6 6 1 1 0 
0 6 1 6 0 0 0 1 0 0 0 1 1 1 1 1 1 1 1 1 1 0 0 6 6 0 0 0 0 0 0 6 1 1 1 
0 1 1 6 0 0 1 1 0 0 1 1 6 1 1 1 1 1 1 1 1 0 0 6 1 0 0 0 0 0 0 6 1 1 0 
0 1 6 6 0 0 1 0 0 0 6 6 6 0 0 1 1 1 1 1 1 1 6 6 1 1 0 0 0 6 0 0 0 1 1 
6 6 6 0 0 0 0 0 0 0 6 6 6 6 6 0 1 1 1 1 1 0 6 6 0 1 0 6 1 6 0 0 0 0 0 
6 6 6 6 0 0 0 0 0 0 1 1 6 6 6 6 0 0 0 0 0 0 6 6 1 1 6 6 1 6 0 0 0 0 0 
6 6 6 6 0 0 1 0 0 0 0 1 1 6 6 6 0 0 0 0 0 0 6 1 1 6 6 0 1 0 0 0 0 0 0 
6 6 6 6 6 0 1 1 0 0 0 0 1 1 6 6 0 0 0 0 0 0 1 1 6 6 6 1 1 0 0 0 0 0 0 
6 1 1 6 6 6 0 1 1 0 0 0 0 1 1 0 0 0 0 0 0 1 1 6 6 6 1 1 0 0 6 0 1 1 0 
1 1 1 1 6 6 0 0 1 1 0 0 0 0 1 1 1 0 0 0 1 1 6 6 6 1 1 0 0 6 6 1 1 1 1 
1 1 1 1 1 6 0 0 0 1 1 0 0 0 6 6 6 6 6 6 6 6 6 6 1 1 0 0 0 6 1 1 0 0 0 
1 1 1 1 1 1 6 0 0 0 1 1 0 0 6 6 6 6 6 6 6 6 6 1 1 0 0 0 6 1 1 0 0 6 6 
1 1 1 1 0 1 6 6 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 6 6 1 0 0 6 6 6 
1 1 0 1 1 1 6 6 6 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 6 6 6 1 1 0 6 6 6 
1 1 1 1 1 6 6 6 6 6 6 0 0 0 0 0 0 0 0 0 0 0 0 0 6 6 6 6 6 6 1 0 6 6 6 
0

12
4 9 1 902
34 12 3 239
17 16 3 901
8 21 1 353
28 21 2 113
25 25 2 903
20 26 2 803
1 32 2 279
33 34 2 249
18 38 1 904
19 38 2 117
20 38 1 809




