271 6 7800 3900 150 0 100 1
272 6 10000 5000 175 0 100 1
273 6 11200 5600 200 0 100 1
274 6 13200 6600 240 0 100 1
275 6 17500 8750 280 0 100 1
276 6 25800 12900 330 0 100 1
277 6 35000 17500 400 30 140 1
278 7 1 1 15 0 90 1
279 7 1 1 100 0 90 1
280 7 1 1 240 0 90 2
281 7 1 1 360 0 90 2
282 8 1 1 115 0 100 1
283 8 1 1 200 0 90 1
284 8 1 1 200 0 95 1
285 8 1 1 200 0 150 1
286 8 1 1 200 0 150 6
287 8 1 1 250 0 120 1
288 8 1 1 450 0 80 0
289 8 1 1 350 0 170 1
290 8 1 1 350 0 170 1
291 8 1 1 400 0 103 1
292 8 1 1 360 0 150 1
293 8 1 1 240 0 130 1
294 8 1 1 300 0 70 2
295 8 1 1 200 0 150 1
296 8 1 1 200 0 110 1
297 1 30000 15000 400 30 120 1
298 8 1 1 200 0 120 2

66
301 1 50 25 2 0
302 1 300 150 8 0
303 1 500 250 10 0
304 1 800 400 15 0
305 1 3200 1600 36 0
306 1 4000 2000 48 0
307 1 7800 3900 64 5
308 1 6000 3000 80 10
309 1 9600 4800 80 5
310 1 12000 6000 96 5
311 1 14400 7200 112 5
312 1 20000 10000 149 5
313 1 24000 12000 156 5
314 1 30000 15000 178 0
315 1 42000 21000 200 10
316 2 1000 500 24 0
317 2 3600 1800 40 0
318 2 5800 2900 56 0
319 2 8400 4200 72 0
320 2 10800 5400 88 0
321 2 13200 6600 100 5
322 2 15600 7800 120 0
323 2 22000 11000 144 0
324 2 25000 12500 172 0
325 2 36000 18000 196 0
326 2 45000 22500 220 0
327 2 50000 25000 240 0
328 3 12000 6000 120 0
329 3 15000 7500 136 0
330 3 20000 10000 160 0
331 3 24000 12000 192 0
332 3 30000 15000 200 0
333 3 42000 21000 230 5
334 3 50000 25000 260 0
335 3 66600 33300 300 20
336 4 50 25 5 0
337 4 750 375 12 0
338 4 1200 600 32 0
339 4 4000 2000 60 5
340 4 11200 5600 92 10
341 4 16400 8200 128 10
342 4 18000 9000 150 10
343 4 20000 10000 185 5
344 4 25000 12500 210 5
345 4 32000 16000 240 15
346 5 1200 600 28 0
347 5 5000 2500 55 0
348 5 11000 5500 90 0
349 5 18000 9000 130 0
350 5 20000 10000 170 5
351 5 32000 16000 200 10
352 6 1 1 8 0
353 6 1 1 80 0
354 6 1 1 180 0
355 6 1 1 280 0
356 5 500 250 10 5
361 7 1 1 88 0
362 7 1 1 80 0
363 7 1 1 200 0
364 7 1 1 300 0
365 7 1 1 150 0
366 7 1 1 160 0
367 7 1 1 250 10
368 7 1 1 260 0
369 7 1 1 300 10
391 7 10000 5000 65 5

14
801 750 750
802 3750 3750
803 15000 15000
804 37500 37500
805 100 100
806 5000 1000
807 5000 1000
808 5000 1000
809 100 50
810 5000 5000
811 1000 3750
812 1000 3750
813 75 75
814 100 100

6
901 3000
902 5000
903 10000
904 20000
905 30000
906 50000
